universe,pair,arm_A,arm_B,cost_bps,fold,test_period,dSharpe
C,L7-L2,L7,L2,0,2,2023Q3,-5.947
C,L7-L2,L7,L2,0,3,2023Q4,2.8429
C,L7-L2,L7,L2,0,4,2024Q1,-0.8827
C,L7-L2,L7,L2,0,5,2024Q2,2.6169
C,L7-L2,L7,L2,0,6,2024Q3,0.293
C,L7-L2,L7,L2,0,7,2024Q4,0.272
C,L7-L2,L7,L2,0,8,2025Q1,-1.2045
C,L7-L2,L7,L2,0,9,2025Q2,3.1067
C,L7-L2,L7,L2,0,10,2025Q3,1.2048
C,L7-L2,L7,L2,0,11,2025Q4,0.5169
C,L7-L2,L7,L2,10,0,2023Q1,-0.2096
C,L7-L2,L7,L2,10,1,2023Q2,-0.5719
C,L7-L2,L7,L2,10,2,2023Q3,-6.6105
C,L7-L2,L7,L2,10,3,2023Q4,3.5129
C,L7-L2,L7,L2,10,4,2024Q1,-0.8939
C,L7-L2,L7,L2,10,5,2024Q2,2.1538
C,L7-L2,L7,L2,10,6,2024Q3,0.3161
C,L7-L2,L7,L2,10,7,2024Q4,0.2894
C,L7-L2,L7,L2,10,8,2025Q1,-1.1994
C,L7-L2,L7,L2,10,9,2025Q2,3.1029
C,L7-L2,L7,L2,10,10,2025Q3,1.2662
C,L7-L2,L7,L2,10,11,2025Q4,0.5799
C,L7-L2,L7,L2,30,0,2023Q1,-0.1073
C,L7-L2,L7,L2,30,1,2023Q2,-0.4862
C,L7-L2,L7,L2,30,2,2023Q3,-9.8843
C,L7-L2,L7,L2,30,3,2023Q4,5.1013
C,L7-L2,L7,L2,30,4,2024Q1,-0.9102
C,L7-L2,L7,L2,30,5,2024Q2,1.2524
C,L7-L2,L7,L2,30,6,2024Q3,0.3628
C,L7-L2,L7,L2,30,7,2024Q4,0.3234
C,L7-L2,L7,L2,30,8,2025Q1,-1.1898
C,L7-L2,L7,L2,30,9,2025Q2,3.0545
C,L7-L2,L7,L2,30,10,2025Q3,1.382
C,L7-L2,L7,L2,30,11,2025Q4,0.7239
C,L2s-L2,L2s,L2,0,0,2023Q1,0.0973
C,L2s-L2,L2s,L2,0,1,2023Q2,0.0309
C,L2s-L2,L2s,L2,0,2,2023Q3,-1.9828
C,L2s-L2,L2s,L2,0,3,2023Q4,1.0756
C,L2s-L2,L2s,L2,0,4,2024Q1,-1.3439
C,L2s-L2,L2s,L2,0,5,2024Q2,1.868
C,L2s-L2,L2s,L2,0,6,2024Q3,0.2923
C,L2s-L2,L2s,L2,0,7,2024Q4,-0.4092
C,L2s-L2,L2s,L2,0,8,2025Q1,-0.4414
C,L2s-L2,L2s,L2,0,9,2025Q2,-0.3198
C,L2s-L2,L2s,L2,0,10,2025Q3,1.6635
C,L2s-L2,L2s,L2,0,11,2025Q4,0.1326
C,L2s-L2,L2s,L2,10,0,2023Q1,0.103
C,L2s-L2,L2s,L2,10,1,2023Q2,0.0923
C,L2s-L2,L2s,L2,10,2,2023Q3,-2.54
C,L2s-L2,L2s,L2,10,3,2023Q4,1.6208
C,L2s-L2,L2s,L2,10,4,2024Q1,-1.2783
C,L2s-L2,L2s,L2,10,5,2024Q2,1.7517
C,L2s-L2,L2s,L2,10,6,2024Q3,0.3094
C,L2s-L2,L2s,L2,10,7,2024Q4,-0.4301
C,L2s-L2,L2s,L2,10,8,2025Q1,-0.4836
C,L2s-L2,L2s,L2,10,9,2025Q2,-0.2175
C,L2s-L2,L2s,L2,10,10,2025Q3,1.702
C,L2s-L2,L2s,L2,10,11,2025Q4,0.1543
C,L2s-L2,L2s,L2,30,0,2023Q1,0.1148
C,L2s-L2,L2s,L2,30,1,2023Q2,0.2239
C,L2s-L2,L2s,L2,30,2,2023Q3,-2.9963
C,L2s-L2,L2s,L2,30,3,2023Q4,2.9781
C,L2s-L2,L2s,L2,30,4,2024Q1,-1.1487
C,L2s-L2,L2s,L2,30,5,2024Q2,1.5671
C,L2s-L2,L2s,L2,30,6,2024Q3,0.3431
C,L2s-L2,L2s,L2,30,7,2024Q4,-0.469
C,L2s-L2,L2s,L2,30,8,2025Q1,-0.5685
C,L2s-L2,L2s,L2,30,9,2025Q2,-0.0269
C,L2s-L2,L2s,L2,30,10,2025Q3,1.7676
C,L2s-L2,L2s,L2,30,11,2025Q4,0.2127
C,L3-L2,L3,L2,0,0,2023Q1,-0.3317
C,L3-L2,L3,L2,0,1,2023Q2,0.2451
C,L3-L2,L3,L2,0,2,2023Q3,2.0402
C,L3-L2,L3,L2,0,3,2023Q4,1.7391
C,L3-L2,L3,L2,0,4,2024Q1,-2.3467
C,L3-L2,L3,L2,0,5,2024Q2,1.185
C,L3-L2,L3,L2,0,6,2024Q3,-0.0533
C,L3-L2,L3,L2,0,7,2024Q4,-1.9391
C,L3-L2,L3,L2,0,8,2025Q1,-0.2424
C,L3-L2,L3,L2,0,9,2025Q2,0.6988
C,L3-L2,L3,L2,0,10,2025Q3,-0.1729
C,L3-L2,L3,L2,0,11,2025Q4,0.9392
C,L3-L2,L3,L2,10,0,2023Q1,-0.4161
C,L3-L2,L3,L2,10,1,2023Q2,0.0596
C,L3-L2,L3,L2,10,2,2023Q3,2.586
C,L3-L2,L3,L2,10,3,2023Q4,2.4004
C,L3-L2,L3,L2,10,4,2024Q1,-2.7851
C,L3-L2,L3,L2,10,5,2024Q2,0.8692
C,L3-L2,L3,L2,10,6,2024Q3,-0.1286
C,L3-L2,L3,L2,10,7,2024Q4,-2.1289
C,L3-L2,L3,L2,10,8,2025Q1,-0.3012
C,L3-L2,L3,L2,10,9,2025Q2,0.2151
C,L3-L2,L3,L2,10,10,2025Q3,-0.1744
C,L3-L2,L3,L2,10,11,2025Q4,0.7892
C,L3-L2,L3,L2,30,0,2023Q1,-0.5739
C,L3-L2,L3,L2,30,1,2023Q2,-0.2981
C,L3-L2,L3,L2,30,2,2023Q3,3.9247
C,L3-L2,L3,L2,30,3,2023Q4,3.947
C,L3-L2,L3,L2,30,4,2024Q1,-3.5377
C,L3-L2,L3,L2,30,5,2024Q2,0.4748
C,L3-L2,L3,L2,30,6,2024Q3,-0.2777
C,L3-L2,L3,L2,30,7,2024Q4,-2.4945
C,L3-L2,L3,L2,30,8,2025Q1,-0.4199
C,L3-L2,L3,L2,30,9,2025Q2,-0.8815
C,L3-L2,L3,L2,30,10,2025Q3,-0.1853
C,L3-L2,L3,L2,30,11,2025Q4,0.4405
C,L4-L2,L4,L2,0,0,2023Q1,-0.0228
C,L4-L2,L4,L2,0,1,2023Q2,-0.7011
C,L4-L2,L4,L2,0,2,2023Q3,2.3845
C,L4-L2,L4,L2,0,3,2023Q4,3.4622
C,L4-L2,L4,L2,0,4,2024Q1,-2.5886
C,L4-L2,L4,L2,0,5,2024Q2,0.8936
C,L4-L2,L4,L2,0,6,2024Q3,0.3402
C,L4-L2,L4,L2,0,7,2024Q4,-0.1805
C,L4-L2,L4,L2,0,8,2025Q1,-0.5387
C,L4-L2,L4,L2,0,9,2025Q2,5.6495
C,L4-L2,L4,L2,0,10,2025Q3,0.2843
C,L4-L2,L4,L2,0,11,2025Q4,-0.8522
C,L4-L2,L4,L2,10,0,2023Q1,0.0363
C,L4-L2,L4,L2,10,1,2023Q2,-0.6539
C,L4-L2,L4,L2,10,2,2023Q3,2.746
C,L4-L2,L4,L2,10,3,2023Q4,4.3887
C,L4-L2,L4,L2,10,4,2024Q1,-2.4225
C,L4-L2,L4,L2,10,5,2024Q2,0.9285
C,L4-L2,L4,L2,10,6,2024Q3,0.3591
C,L4-L2,L4,L2,10,7,2024Q4,-0.1299
C,L4-L2,L4,L2,10,8,2025Q1,-0.5851
C,L4-L2,L4,L2,10,9,2025Q2,5.4892
C,L4-L2,L4,L2,10,10,2025Q3,0.3495
C,L4-L2,L4,L2,10,11,2025Q4,-0.7982
C,L4-L2,L4,L2,30,0,2023Q1,0.1492
C,L4-L2,L4,L2,30,1,2023Q2,-0.5834
C,L4-L2,L4,L2,30,2,2023Q3,3.4781
C,L4-L2,L4,L2,30,3,2023Q4,6.5001
C,L4-L2,L4,L2,30,4,2024Q1,-2.0928
C,L4-L2,L4,L2,30,5,2024Q2,0.975
C,L4-L2,L4,L2,30,6,2024Q3,0.3982
C,L4-L2,L4,L2,30,7,2024Q4,-0.0427
C,L4-L2,L4,L2,30,8,2025Q1,-0.6795
C,L4-L2,L4,L2,30,9,2025Q2,5.2093
C,L4-L2,L4,L2,30,10,2025Q3,0.4732
C,L4-L2,L4,L2,30,11,2025Q4,-0.6715
C,L5-L2,L5,L2,0,0,2023Q1,0.2073
C,L5-L2,L5,L2,0,1,2023Q2,-0.2008
C,L5-L2,L5,L2,0,2,2023Q3,1.1636
C,L5-L2,L5,L2,0,3,2023Q4,4.2293
C,L5-L2,L5,L2,0,4,2024Q1,-2.9558
C,L5-L2,L5,L2,0,5,2024Q2,2.7869
C,L5-L2,L5,L2,0,6,2024Q3,0.6483
C,L5-L2,L5,L2,0,7,2024Q4,-0.1713
C,L5-L2,L5,L2,0,8,2025Q1,-1.0516
C,L5-L2,L5,L2,0,9,2025Q2,3.9167
C,L5-L2,L5,L2,0,10,2025Q3,1.3355
C,L5-L2,L5,L2,0,11,2025Q4,0.8267
C,L5-L2,L5,L2,10,0,2023Q1,0.2098
C,L5-L2,L5,L2,10,1,2023Q2,-0.2435
C,L5-L2,L5,L2,10,2,2023Q3,1.5796
C,L5-L2,L5,L2,10,3,2023Q4,4.873
C,L5-L2,L5,L2,10,4,2024Q1,-2.9914
C,L5-L2,L5,L2,10,5,2024Q2,2.7731
C,L5-L2,L5,L2,10,6,2024Q3,0.6496
C,L5-L2,L5,L2,10,7,2024Q4,-0.1747
C,L5-L2,L5,L2,10,8,2025Q1,-1.0693
C,L5-L2,L5,L2,10,9,2025Q2,3.7835
C,L5-L2,L5,L2,10,10,2025Q3,1.399
C,L5-L2,L5,L2,10,11,2025Q4,0.7393
C,L5-L2,L5,L2,30,0,2023Q1,0.2126
C,L5-L2,L5,L2,30,1,2023Q2,-0.3341
C,L5-L2,L5,L2,30,2,2023Q3,2.6162
C,L5-L2,L5,L2,30,3,2023Q4,6.4562
C,L5-L2,L5,L2,30,4,2024Q1,-3.0595
C,L5-L2,L5,L2,30,5,2024Q2,2.7183
C,L5-L2,L5,L2,30,6,2024Q3,0.6538
C,L5-L2,L5,L2,30,7,2024Q4,-0.1741
C,L5-L2,L5,L2,30,8,2025Q1,-1.1043
C,L5-L2,L5,L2,30,9,2025Q2,3.5016
C,L5-L2,L5,L2,30,10,2025Q3,1.5107
C,L5-L2,L5,L2,30,11,2025Q4,0.5537
C,L5-L4,L5,L4,0,0,2023Q1,0.23
C,L5-L4,L5,L4,0,1,2023Q2,0.5003
C,L5-L4,L5,L4,0,2,2023Q3,-1.221
C,L5-L4,L5,L4,0,3,2023Q4,0.7671
C,L5-L4,L5,L4,0,4,2024Q1,-0.3672
C,L5-L4,L5,L4,0,5,2024Q2,1.8933
C,L5-L4,L5,L4,0,6,2024Q3,0.3081
C,L5-L4,L5,L4,0,7,2024Q4,0.0092
C,L5-L4,L5,L4,0,8,2025Q1,-0.5129
C,L5-L4,L5,L4,0,9,2025Q2,-1.7328
C,L5-L4,L5,L4,0,10,2025Q3,1.0512
C,L5-L4,L5,L4,0,11,2025Q4,1.6789
C,L5-L4,L5,L4,10,0,2023Q1,0.1735
C,L5-L4,L5,L4,10,1,2023Q2,0.4104
C,L5-L4,L5,L4,10,2,2023Q3,-1.1664
C,L5-L4,L5,L4,10,3,2023Q4,0.4843
C,L5-L4,L5,L4,10,4,2024Q1,-0.5689
C,L5-L4,L5,L4,10,5,2024Q2,1.8446
C,L5-L4,L5,L4,10,6,2024Q3,0.2904
C,L5-L4,L5,L4,10,7,2024Q4,-0.0448
C,L5-L4,L5,L4,10,8,2025Q1,-0.4842
C,L5-L4,L5,L4,10,9,2025Q2,-1.7056
C,L5-L4,L5,L4,10,10,2025Q3,1.0496
C,L5-L4,L5,L4,10,11,2025Q4,1.5375
C,L5-L4,L5,L4,30,0,2023Q1,0.0634
C,L5-L4,L5,L4,30,1,2023Q2,0.2493
C,L5-L4,L5,L4,30,2,2023Q3,-0.862
C,L5-L4,L5,L4,30,3,2023Q4,-0.0439
C,L5-L4,L5,L4,30,4,2024Q1,-0.9667
C,L5-L4,L5,L4,30,5,2024Q2,1.7433
C,L5-L4,L5,L4,30,6,2024Q3,0.2556
C,L5-L4,L5,L4,30,7,2024Q4,-0.1315
C,L5-L4,L5,L4,30,8,2025Q1,-0.4248
C,L5-L4,L5,L4,30,9,2025Q2,-1.7078
C,L5-L4,L5,L4,30,10,2025Q3,1.0375
C,L5-L4,L5,L4,30,11,2025Q4,1.2252
C,L5-L3,L5,L3,0,0,2023Q1,0.5389
C,L5-L3,L5,L3,0,1,2023Q2,-0.4458
C,L5-L3,L5,L3,0,2,2023Q3,-0.8766
C,L5-L3,L5,L3,0,3,2023Q4,2.4902
C,L5-L3,L5,L3,0,4,2024Q1,-0.6091
C,L5-L3,L5,L3,0,5,2024Q2,1.6019
C,L5-L3,L5,L3,0,6,2024Q3,0.7016
C,L5-L3,L5,L3,0,7,2024Q4,1.7678
C,L5-L3,L5,L3,0,8,2025Q1,-0.8091
C,L5-L3,L5,L3,0,9,2025Q2,3.218
C,L5-L3,L5,L3,0,10,2025Q3,1.5084
C,L5-L3,L5,L3,0,11,2025Q4,-0.1125
C,L5-L3,L5,L3,10,0,2023Q1,0.6259
C,L5-L3,L5,L3,10,1,2023Q2,-0.3031
C,L5-L3,L5,L3,10,2,2023Q3,-1.0065
C,L5-L3,L5,L3,10,3,2023Q4,2.4726
C,L5-L3,L5,L3,10,4,2024Q1,-0.2063
C,L5-L3,L5,L3,10,5,2024Q2,1.9039
C,L5-L3,L5,L3,10,6,2024Q3,0.7782
C,L5-L3,L5,L3,10,7,2024Q4,1.9543
C,L5-L3,L5,L3,10,8,2025Q1,-0.7681
C,L5-L3,L5,L3,10,9,2025Q2,3.5685
C,L5-L3,L5,L3,10,10,2025Q3,1.5734
C,L5-L3,L5,L3,10,11,2025Q4,-0.0499
C,L5-L3,L5,L3,30,0,2023Q1,0.7865
C,L5-L3,L5,L3,30,1,2023Q2,-0.036
C,L5-L3,L5,L3,30,2,2023Q3,-1.3086
C,L5-L3,L5,L3,30,3,2023Q4,2.5092
C,L5-L3,L5,L3,30,4,2024Q1,0.4782
C,L5-L3,L5,L3,30,5,2024Q2,2.2434
C,L5-L3,L5,L3,30,6,2024Q3,0.9315
C,L5-L3,L5,L3,30,7,2024Q4,2.3204
C,L5-L3,L5,L3,30,8,2025Q1,-0.6844
C,L5-L3,L5,L3,30,9,2025Q2,4.383
C,L5-L3,L5,L3,30,10,2025Q3,1.6961
C,L5-L3,L5,L3,30,11,2025Q4,0.1131
